meal_name,recipe,ingredients,calories,proteins,carbohydrates,fats,image_url
Panqueques blini,"En un tazón grande, mezcle 1/2 taza de harina de trigo sarraceno, 2/3 taza de harina para todo uso, 1/2 cucharadita de sal y 1 cucharadita de levadura.

Haga un pozo en el centro y vierta 1 taza de leche tibia, batiendo hasta que la masa esté suave.

Cubra el tazón y deje que la masa aumente hasta que se duplique, aproximadamente 1 hora.

Enriquecer y descansar la masa
Revuelva 2 cucharadas de mantequilla derretida y 1 yema de huevo en la masa.

En un tazón aparte, bata 1 de clara de huevo hasta que estén rígidas, pero no secas.

Dobla la clara de huevo batida en la masa.

Cubra el tazón y deje que la masa se asiente 20 minutos.

Pan-Fry the Blini
Caliente la mantequilla en una sartén antiadherente grande a fuego medio.

Deje caer cúbditos de masa de un cuarto de tamaño en la sartén, teniendo cuidado de no superar la sartén. Cocine por aproximadamente 1 minuto o hasta que se formen burbujas.

Gire y cocine por unos 30 segundos adicionales.

Retire el blini terminado en un plato y cúbralo con una toalla de cocina limpia para mantenerse caliente. Agregue más mantequilla a la sartén y repita el proceso de freír con la masa restante.","Trigo sarraceno, harina, sal, levadura, leche, mantequilla, huevo",615.0,33.66,160.42000000000002,13.0445,https://www.themealdb.com/images/media/meals/0206h11699013358.jpg
Rogaliki (galletas de croissant polacos),"En un tazón mediano, mezcle las yemas de huevo, el queso de la Filadelfia y el polvo de hornear con una batidora de mano. Comience con cuidado a agregar la harina. Cuando la mezcla no se mezclará bien y se verá como chips de madera, guarde la batidora de mezcla y use las manos amasar la masa.
Cree un rollo y cubra en papel de aluminio y congele durante 15 minutos. En este momento, precaliente el horno a 375.
Saca la masa y separa en dos. Enrolle y corte trangles de 3 pulgadas.
Haga tantos como pueda y en el centro de cada uno, coloque una pequeña cuchara de mermelada. Enróllalos en forma de croissant.
Coloque los cruasanes en una bandeja para galletas engrasada y hornee durante 10-12 minutos o hasta que esté dorado.
Repita con el resto de la masa.
Cuando los saces, ponte de lado y espolvoree con azúcar en polvo en la parte superior.
Esto hace que aproximadamente 3 lotes de 20 galletas cada una.
Cuenta total de aproximadamente 60 cookies.","Mantequilla, yemas de huevo, queso crema, polvo de hornear, harina, mermelada",1680.0,2.045,1.349,194.64,https://www.themealdb.com/images/media/meals/7mxnzz1593350801.jpg
Empanadas de cebolla de primavera y gambas,"Paso 1

Para hacer la masa, frote la mantequilla en la harina y luego agregue la clara de huevo y la mitad de la yema (mantenga el resto), vinagre, una pizca de sal y suficiente agua fría para hacer una masa suave. Amase sobre una superficie enharinada hasta que esté suave y luego envuelva y descanse durante 30 minutos.

Paso 2

Calienta el horno a 180C/ventilador 160c/gas 4. Recorte los extremos verdes de las cebolletas y luego corta finamente el resto. Calienta un poco de aceite en una sartén y fríalos suavemente hasta que estén suaves pero no dorados. Agregue el chile y el ajo, revuelva y luego agregue las gambas y cocine hasta que estén opacos. Sazone bien. Saca las gambas y burbujea los jugos hasta que se espesen, luego agregue las gambas.

Paso 3

Divida la masa de empanada en ocho bolas y salga a círculos delgados sobre una superficie enharinada. Coloque un poco de relleno en la mitad de la masa, espolvoree el queso feta en la parte superior y doble la otra mitad. Recorte el borde y luego dobla y engulle la masa para que la empanada esté bien sellada, colóquelo en una bandeja para hornear engrasada, ya sea de lado o sentada en su borde sin rodear como un pastel de cornisas. Repita con la masa y la mezcla restantes. Mezcle la yema de huevo sobrante con un chapoteo de agua y cepille la parte superior de las empanadas.

Paso 4

Hornee durante 30 minutos o hasta que estén dorados y ligeramente nítidos alrededor de los bordes.","Cebanes de primavera, aceite de oliva, chile rojo, ajo, langostinos, queso feta, mantequilla, harina lisa, huevo, vinagre de vino blanco",1014.8,84.4455,198.509,34.900000000000006,https://www.themealdb.com/images/media/meals/1c5oso1614347493.jpg
Estamppot,"Lave y pele las papas y córtelo en piezas de tamaño similar para cocinar uniforme.

En una olla de sopa grande, hierva las papas y las hojas de la bahía en agua salada durante 20 minutos. Deseche las hojas de la bahía.

Si no está utilizando una bolsa de col rizada rizada, lave bien bajo el agua corriente fría para deshacerse de toda la tierra; no querrá esa textura arenosa en su plato terminado. Recorte los tallos gruesos y desechen las hojas marrones. Con un cuchillo afilado, corta la col rizada en tiras finas.

Pele y corta las chalotes.

En una sartén o sartén, derrita 1 cucharada. de mantequilla y saltee las chalotes durante unos minutos antes de agregar la col rizada y 2 cucharadas. de agua. Sazone y cocine durante unos 10 minutos, o hasta que estén tiernos.

Calienta la leche en la estufa o en el microondas.

Escurra, agite y sece las papas con toallas de cocina antes de purificar con un machacador de papas o un ricer. Trabajando rápidamente, agregue la leche tibia y la mantequilla restante. Sazone al sabor con nuez moscada, sal y pimienta. 

Mezcle la col rizada cocida a través de la mezcla de papa cocida.

Cubra con rebanadas de la salchicha ahumada y sirva caliente con su mostaza o salsa favorita.

¡Sirva y disfruta!","Papas, hojas de laurel, chalotes, mantequilla, col rizada, salchichas, leche, nuez moscada, sal, pimienta",1.0,37.702,57.470000000000006,27.4413,https://www.themealdb.com/images/media/meals/hyarod1565090529.jpg
Galletas de anacardo de Ghoriba,"Precaliente el horno a 180 c / gas 4. Forre una bandeja para hornear con papel en grasa.
En un tazón, mezcle los anacardos y el azúcar de glaseado. Agregue las yemas de huevo y el agua de la flor de naranja y mezcle a una pasta homogénea suave.
Tome bultos de la pasta de anacardo y forma en bolas pequeñas. Enrolle las bolas en azúcar glas y transfiéralas a la bandeja para hornear. Empuja una almendra en el centro de cada gribia.
Hornee hasta que las galletas estén ligeramente doradas, unos 20 minutos. Esté atento a ellos, se queman rápidamente.","Anacardos, azúcar glas, yemas de huevo, agua de flor de naranja, azúcar glas, almendras",2050.0,66.7,196.9,159.4,https://www.themealdb.com/images/media/meals/t3r3ka1560461972.jpg
Baingan Bharta,"Enjuague el Baingan (berenjena o berenjena) en agua. Déjate secar con una servilleta de cocina. Aplicar un poco de aceite y
Manténgalo para asar en una llama abierta. También puede asar el Baingan o asarse en el horno. Pero entonces no conseguirás
El sabor ahumado del Baingan. Mantenga la berenjena girando después de 2 a 3 minutos en la llama, de modo que sea uniformemente
cocido. También podría incrustar algunos dientes de ajo en el Baingan y luego asarlo.
2. Asa la berenjena hasta que esté completamente cocida y tierna. Con un cuchillo, verifique la donación. El cuchillo debe deslizarse
fácilmente en berberminas sin resistencia. Retire el baingan y sumérjase en un tazón de agua hasta que se enfríe
abajo.
3. También puedes hacer la técnica Dhungar de infundir el sabor ahumado en carbón en el Baingan. Este es un paso opcional.
Use carbón natural para este método. Calienta un pequeño trozo de carbón sobre la llama hasta que se vuelve caliente y rojo.
4. Haga pequeños cortes en el Baingan con un cuchillo. Coloque el carbón rojo caliente en el mismo plato donde el asado
La berenjena se mantiene. Agregue unas gotas de aceite en el carbón. El carbón comenzaría a fumar.
5. Tan pronto como el humo comienza a liberarse del carbón, cubra todo el plato con un tazón grande. Permitir el
El humo de carbón se infunde durante 1 a 2 minutos. Cuanto más hagas, más ahumado será el Baingan Bharta
convertirse en. Solo guardo por un minuto. Alternativamente, también puede hacer este método Dhungar una vez que el Baingan Bharta
Cocinado, como lo hacemos para Dal Tadka.
6. Pele la piel de la berenjena asada y ahumada.
7. Corta la berenjena cocida finamente o incluso puedes mezclarla.
8. En un kadai o sartén, caliente aceite. Luego agregue cebollas finamente picadas y ajo.
9. Saltee las cebollas hasta que se translúcgan. No los dore.
10. Agregue chiles verdes picados y saltee por un minuto.
11. Agregue los tomates picados y mezcle bien.
12. Bhuno (salteado) Los tomates hasta que el aceite comience a separarse de la mezcla.
13. Ahora agregue el polvo de chile rojo. Revuelva y mezcle bien.
14. Agregue el baingan cocido picado.
15. Revuelva y mezcle muy bien el Baingan picado con la mezcla de cebolla de masala.
16. Temporada con sal. Revuelva y saltee por más de 4 a 5 minutos más.
17. Finalmente, revuelva las hojas de cilantro con el Baingan Bharta o adornela con ellas. Servir a Baingan Bharta con
Phulkas, Rotis o Chapatis. Va bien incluso con pan, pan tostado o a la parrilla y arroz liso o arroz jeera.","Aubergina, cebolla, tomates, ajo, chile verde, chile rojo en polvo, aceite, hojas de cilantro, sal",0.0,2.112,9.336,0.48,https://www.themealdb.com/images/media/meals/urtpqw1487341253.jpg
Cazuela de pollo,"Corte cada pechuga de pollo en aproximadamente 3 piezas, para que se cocine más rápido y colóquela en una olla pequeña. Vierta la salsa de enchilada sobre ella y cocine cubierto a fuego lento a mediano hasta que el pollo esté bien cocido, aproximadamente 20 minutos. No se necesita agua, el pollo se cocinará en la salsa de enchilada. Asegúrese de revolver ocasionalmente para que no se adhiera al fondo.
Retire el pollo de la olla y triture con dos tenedores.
Precaliente el horno a 375 grados F.
Comience a colocar capas la cacerola. Comience con aproximadamente ¼ de taza de la salsa de enchilada sobrante sobre el fondo de una fuente para hornear. Usé una fuente para hornear más larga, para poder poner 2 tortillas de maíz. Coloque 2 tortillas en la parte inferior, cubra con ⅓ del pollo y ⅓ de la salsa restante. Espolvorea con ⅓ del queso y repita a partir con 2 tortillas más, luego pollo, salsa, queso. Repita con la última capa con los ingredientes restantes, tortillas, pollo, salsa y queso.
Hornee durante 20 a 30 minutos descubierto, hasta que burbujeante y el queso se derritan y comenzaran a dorarse en la parte superior.
Servir caliente.","Salsa de enchilada, queso monterey jack rallado, tortillas de maíz, pechugas de pollo",0.0,0.0,0.0,0.0,https://www.themealdb.com/images/media/meals/qtuwxu1468233098.jpg
Roti John,"Mezcle todos los ingredientes en un tazón.
Calienta una sartén o una plancha con un poco de aceite vegetal.
Vierta la mezcla sobre la sartén y coloque un trozo de baguette de cara abierta en la parte superior.
Presione el pan con una espátula y la parrilla durante 2 minutos.
Dé la vuelta al pan para que sea un poco crujiente.
Retirar de la sartén y cortar el pan en pequeñas porciones.
Agregue mayonesa y/o sambal antes de cortar el sándwich (opcional).","Carne picada, cebolla, huevos, chile, baguette, sal, pimienta, mayonesa",0.0,0.0,0.0,0.0,https://www.themealdb.com/images/media/meals/hx335q1619789561.jpg
Cacerola de pollo teriyaki,"Precaliente el horno a 350 ° F. Rocíe un molde para hornear de 9x13 pulgadas con spray antiadherente.
Combine la salsa de soja, ½ taza de agua, azúcar morena, jengibre y ajo en una cacerola pequeña y cubierta. Hervir a fuego medio. Retire la tapa y cocine por un minuto una vez hirviendo.
Mientras tanto, revuelva el almidón de maíz y las 2 cucharadas de agua en un plato separado hasta que estén suaves. Una vez que la salsa esté hirviendo, agregue la mezcla a la cacerola y revuelva para combinar. Cocine hasta que la salsa comience a espesarse y luego retirar del fuego.
Coloque las pechugas de pollo en la sartén preparada. Vierta una taza de salsa sobre la parte superior del pollo. Coloque el pollo en el horno y hornee 35 minutos o hasta que esté bien cocido. Retire del horno y triture el pollo en el plato con dos tenedores.
*Mientras tanto, vapor o cocine las verduras de acuerdo con las instrucciones del paquete.
Agregue las verduras cocidas y el arroz a la cacerola con el pollo. Agregue la mayor parte de la salsa restante, reservando un poco para rociar sobre la parte superior al servir. Mezcle suavemente todo en la cacerola hasta que se combine. Regrese al horno y cocine 15 minutos. Retire del horno y deje reposar 5 minutos antes de servir. Rocíe cada porción con salsa restante. ¡Disfrutar!","salsa de soja, agua, azúcar morena, jengibre molido, ajo picado, almidón de maíz, pechugas de pollo, vegetales salteados, arroz marrón",180.0,0.072,58.86,0.0,https://www.themealdb.com/images/media/meals/wvpsxx1468256321.jpg
Cakes de Eccles,"Para hacer la masa, dec de la mantequilla y póngala en el congelador para que sea muy duro. Incline la harina en el tazón de un procesador de alimentos con la mitad de la mantequilla y pulse la textura de las migas de pan. Vierta el jugo de limón y el agua helada de 100 ml, y pulse a una masa. Incline en el resto de la mantequilla y pulse varias veces hasta que la masa esté fuertemente salpicada de mantequilla. Es importante que no exagere esto, ya que las manchas de mantequilla son lo que hace que la masa sea escamosa.
En una superficie enharinada, enrolle la masa a un rectángulo ordenado a unos 20 x 30 cm. Dobla los dos extremos de la masa en el medio (ver la imagen 1), luego dobla por la mitad (Pic 2). Enrolle la masa nuevamente y vuelva a repelir de la misma manera 3 veces más descansando la masa durante al menos 15 minutos cada vez entre el rollo y el pliegue, luego deje descansar en el refrigerador durante al menos 30 minutos antes de usarlo.
Para hacer el relleno, derrita la mantequilla en una cacerola grande. Quítelo del fuego y agregue todos los demás ingredientes hasta que esté completamente mezclado, luego reserve.
Para hacer los pasteles, enrolle la masa hasta que sea un poco más gruesa que una moneda de £ 1 y corte 8 rondas de aproximadamente 12 cm de ancho. Vuelva a tirar el recorte si es necesario. Coloque una buena cucharada de mezcla en el medio de cada ronda, cepille los bordes de las rondas con agua, luego reúna la masa alrededor del relleno y apriéelo (foto 3). Voltealos para que la parte superior lisa esté hacia arriba y acéquelos en una ronda suave. Aplane cada ronda con un rodillo a un óvalo hasta que la fruta comience a atravesar, luego colóquelas en una bandeja para hornear. Corte 2 pequeñas ranuras en cada pasteles de Eccles, cepille generosamente con clara de huevo y espolvoree con el azúcar (foto 4).
Calienta el horno a 220c/200c ventilador/gas 8. Hornee los pasteles de Eccles durante 15-20 minutos hasta que estén pasando el marrón dorado y pegajoso. Dejar enfriar en una rejilla y disfrutar mientras aún está caliente o frío con una taza de té. Si lo prefiere, los pasteles de Eccles también van muy bien servidos con una cuña de queso británico duro y picante como Lancashire o Cheddar.","Mantequilla, harina lisa, limón, mantequilla, grosellas, cáscara mixta, azúcar de moscovado, canela, jengibre, pimienta de Jamaica, limón, huevos, azúcar",3795.0,46.11249999999999,560.9899999999999,227.429,https://www.themealdb.com/images/media/meals/wtqrqw1511639627.jpg
Pollo de cebolla francesa con zanahorias asadas y puré de papas,"1

Precaliente el horno a 425 grados. Lavar y secar todos los productos. Recorte, pele y corte las zanahorias en una diagonal en piezas de ¼ de pulgada de espesor. Dice las papas en piezas de ½ pulgada. Reduzca a la mitad, pela y corta la cebolla.

2

Mezcle las zanahorias en una bandeja para hornear con una llovizna de aceite, sal y pimienta. Asa hasta que estén doradas y tiernas, 15-20 minutos.

3

Mientras tanto, coloque las papas en una olla media con suficiente agua salada para cubrir por 2 pulgadas. Llevar a ebullición y cocine hasta que estén tiernos, de 12 a 15 minutos. Drene y regrese las papas a la olla; Cubra para mantener el calor.

4

Mientras se cocinan las papas, caliente una llovizna de aceite en una sartén grande a fuego medio-alto. Agregue la cebolla y cocine, revolviendo ocasionalmente, hasta que estén ligeramente dorados y ablandados, 8-10 minutos. Espolvorea con 1 cucharadita de azúcar (2 cucharaditas para 4 porciones). Agregue el concentrado de stock y 2 cucharadas de agua (¼ de taza para 4); Sazone con sal y pimienta. Cocine hasta que esté Jammy, 2-3 minutos más. Apagar el calor; Transfiera a un tazón pequeño. Lave la sartén.

5

Pat de pollo seco con toallas de papel; Sazone con sal y pimienta. Caliente una llovizna de aceite en la sartén utilizada para la cebolla a fuego medio-alto. Agregue el pollo y cocine hasta que estén dorados y cocinen, 5-6 minutos por lado. En los últimos 1-2 minutos de cocción, cubra con cebolla caramelizada y queso. Cubra la sartén hasta que el queso se derrita. (Si su sartén no tiene tapa, ¡cubra con una bandeja para hornear!)

6

Caliente la olla con papas drenadas a fuego lento; Mash con crema agria, 2 cucharadas de mantequilla (4 cucharadas para 4 porciones), sal, pimienta y un toque de agua (o leche, para una riqueza adicional) hasta que quede suave. Divida el pollo, las zanahorias asadas y el puré de papas entre platos.","Pechugas de pollo, zanahorias, papas pequeñas, cebolla, caldo de carne de res, mozzarella, crema agria, mantequilla, azúcar, aceite vegetal, sal, pimienta",0.0,0.0,0.0,0.0,https://www.themealdb.com/images/media/meals/b5ft861583188991.jpg
Sopa de remolacha (Borscht),"Corte la remolacha, agregue agua y cubo de stock y cocine por 15 minutos. Agregue los otros ingredientes y hierva hasta que esté suave. Finalmente, agregue los frijoles y cocine por 5 minutos. Servir en la olla de sopa.","Remolacha, aceite de oliva, cubo de pollo, agua, papas, frijoles cannellini, eneldo",0.0,0.0,0.0,0.0,https://www.themealdb.com/images/media/meals/zadvgb1699012544.jpg
Berenjena a la parrilla con leche de coco,".  Prepare las berenjenas para la parrilla pinchándolas por todas partes con un tenedor.  Esto es para que no estallará durante el proceso de parrilla a medida que el agua natural en él se calienta.
2. A la parrilla de las berenjenas, dándolas con frecuencia para garantizar una cocción uniforme.  Asa hasta que las pieles estén de color marrón oscuro, incluso negro y la berenjena sea suave cuando la tocas.
3. Remoje la berenjena a la parrilla en un tazón de agua para enfriarlo.  Pela la piel de la berenjena.  Coloque las berenjenas enteras en un plato poco profundo (mi madre realmente corta la berenjena en pequeñas piezas del tamaño de un bocado).
 4. En un pequeño tazón de mezcla, mezcle la leche de coco o la crema, el polvo de limón, la sal y el pimiento picante.  Mezcle hasta que el polvo de limón y la sal se disuelvan.  Pruebe, luego ajuste la cantidad de polvo de limón, sal y pimiento picante a su gusto.  Vierta la mezcla sobre la berenjena.  Espolvorea las cebollas verdes sobre la berenjena y la leche de coco.  Revuelva suavemente para combinar.","Plantas de huevo, leche de coco, jugo de limón, sal, hojuelas de pimiento rojo, cebollas",0.0,0.0,0.0,0.0,https://www.themealdb.com/images/media/meals/bopa2i1683209167.jpg
Pastel de queso de yogurt de miel,"Caliente el horno a 160 ° C/140c Ventilador/Gas 3. Aplasta las galletas y la mayoría de las almendras dentro de una bolsa de plástico con un rodillo. Mezcle con la mantequilla, luego presione en el fondo de un plato profundo, ovalado, de 23 cm (o algo similar en tamaño: funcionará una lata de asado, una fuente para hornear o una lata de pastel). Hornee durante 10 minutos hasta que esté crujiente.

Revuelva o mezcle el yogurt y la mascarpone, luego bate los huevos, uno a la vez. Agregue las rallas de limón y naranja, luego agregue la mayor parte de la miel, reservando aproximadamente 3 cucharadas. Extienda sobre la base de galletas, cubra libremente con papel de aluminio y cocine durante 1 hora. Retire el papel de aluminio y cocine durante 15 minutos más hasta que estén ligeramente dorados y la parte superior esté firme con el más mínimo bamboleo en el medio. Deja enfriar. Se puede mantener en el refrigerador por hasta 2 días.

Para servir, disperse con almendras, rocíe sobre la miel restante y entregue la fruta fresca para ir con ella.","Galletas digestivas, almendras, mantequilla, yogurt griego, mascarpone, huevos, limón, naranja, miel, mezcla de frutas",4420.0,90.7675,348.16100000000006,396.4,https://www.themealdb.com/images/media/meals/y2irzl1585563479.jpg
Cordero biryani,"Muele el anacardo, las semillas de amapola y las semillas de comino en una pasta lisa, usando la menor cantidad de agua posible. Dejar de lado. 

Freír las cebollas en rodajas cuando hace calor. No superas el aceite. Cuando las cebollas se vuelvan de color marrón claro, retire del aceite y escurra sobre la toalla de papel. La cebolla frita se crujirá a medida que drena. También fríe los anacardos hasta el dorado. Dejar de lado.

Lave el arroz y remoje en agua durante veinte minutos.
Mientras tanto, tome una sartén ancha, agregue aceite a fuego medio, agregue las cebollas en rodajas, agregue la pasta mezclada, agregue los chiles verdes, la pasta de ajo de jengibre y el ajo y fríen por un minuto.
Luego agregue los tomates y saltee bien hasta que estén cocinados y no blandos.

Luego, agregue el polvo de chile rojo, el polvo biryani, la menta, las hojas de cilantro y las saltee bien.
Agregue el yogurt y mezcle bien. Siempre alejo la sartén del calor al agregar yogurt que evita que la cuajada.

Ahora, después de devolver la sartén a la estufa, agregue el cordero lavado y la sal y ½ taza de agua y mezcle bien. Cocine durante 1 hora y cocínelo cubierto a fuego medio bajo o colóquelo en una olla a presión durante 6 silbatos. Si el agua no se agota por completo, caliéntelo manteniéndolo abierto.

Tome otra sartén grande, agregue tres veces la taza de arroz que usa y hervirlo. Cuando esté hirviendo alto, agregue el arroz, la sal y la jeera y mezcle bien. Después de 7 minutos exacto o cuando el arroz está hecho al 80%. Apague y drene el arroz.

Ahora, las capas comienzan. Al cordero, patézalo y niveléelo. Agregue el arroz caliente drenado en la parte superior. Adorne con cebollas fritas, ghee, menta, hojas de cilantro y azafrán disuelto en leche.

Cubra el plato y hornee en un horno de 350F durante 15 minutos o hasta que esté cocido pero no blando. O cocine en la estufa a fuego medio durante 12 minutos y el fuego más bajo durante 5 minutos. Y apagar. ¡Mezcle y sirva caliente!
Notas
1. Si está cocinando en el horno, asegúrese de cocinar en una sartén segura de horno grande y cúbralo fuerte y luego manténgase en el horno para el paso final.
2. Puedes omitir Biryani Masala si no tienes y agregar solo Garam Masala (1 cucharadita y en polvo de chile rojo - 3 cucharaditas en lugar de 1 cucharadita)
3. Si al final es picante, exprima un poco de limón, reducirá el fuego y mejorará los sabores también.","Anacarios, khus khus, semillas de comino, cebollas, pasta de ajo de jengibre, ajo, menta, cilantro, azafrán, ghee, arroz basmati, yogurt lleno de grasa, semillas de comino, hojas de laurel, canela, claves, cardamomo, cordero, polvo rojo, polvo de biryani masala",85.0,4.258500000000001,19.93,5.3635,https://www.themealdb.com/images/media/meals/xrttsx1487339558.jpg
Big Mac,"Para la salsa Big Mac, combine todos los ingredientes en un tazón, sazone con sal y enfríe hasta que esté listo para usar.
2. Para hacer las empanadas, sazone la carne picada con sal y pimienta y forme en 4 bolas usando aproximadamente 1/3 taza de carne picada cada una. Coloque cada uno en un cuadrado de papel para hornear y aplane para formar en cuatro círculos x 15 cm. Caliente el aceite en una fripan grande a fuego alto. En 2 lotes, cocine las empanadas de carne durante 1-2 minutos a cada lado hasta que estén ligeramente carbonizados y cocinados. Retirar del fuego y mantener el calor. Repita con las dos empanadas restantes.
3. Corta cuidadosamente cada moño de hamburguesa en tres caminos en el campo, luego tostada ligeramente.
4. Para ensamblar las hamburguesas, extienda una pequeña salsa Mac grande sobre la base inferior. Cubra con cebolla picada, lechuga rallada, rodaja de queso, empanada de carne y algunas rodajas de encurtido. Cubra con la capa de moño central y extiéndelo con más salsa Mac grande, cebolla, lechuga, encurtidos, empanada de carne y luego termine con más salsa. Cubra con tapa de hamburguesas para servir.
5. Después de esperar media hora para que su comida se asienta, salga a correr.","Carne picada, aceite de oliva, bollos de hamburguesa de semillas de sésamo, cebolla, lechuga de iceberg, queso, encurtidos de eneldo, mayonesa, vinagre de vino blanco, pimienta, mostaza, sal de cebolla, ajo, pimentón, pimentón",1841.0,86.45200000000001,0.8,204.0563,https://www.themealdb.com/images/media/meals/urzj1d1587670726.jpg
Kafteji,"Pele las papas y corta en cubos de 5 cm.
Vierta 1-2 cm de aceite de oliva en una sartén grande y caliente muy caliente. Freír las papas hasta que estén doradas durante 20 minutos, girando de vez en cuando. Coloque en papel de cocina para drenar.
Corte los pimientos por la mitad y retire las semillas. Frote un poco de aceite de oliva y coloca el lado cortado en una bandeja para hornear. Colóquelos debajo de la parrilla. Asa hasta que la piel esté oscura y burbujeante. Mientras los pimientos aún están calientes, colóquelos en una bolsa de sándwich de plástico y sellarla. Tómelos después de 15 minutos y retire las pieles.
Mientras tanto, calienta más aceite de oliva otra sartén. Pele las cebollas y corta en anillos delgados. Freír durante 15 minutos hasta que estén doradas, girándolos a menudo. Agregue el Ras el Hanout al final.
Corte la calabaza en cubos de 5 cm y fríe en la misma sartén que usó para las papas durante 10-15 minutos hasta que esté suave y ligeramente dorada. Coloque en papel de cocina.
Vierta el aceite de oliva restante de la sartén y coloque todas las verduras cocidas en la sartén y mezcle. Batir los huevos y verterlos sobre las verduras. Coloque la tapa en la sartén para que los huevos se cocinen. Coloque el contenido de la sartén en una tabla de corte grande, agregue sal y pimienta y picado y mezcle todo con un cuchillo grande.","Patatas, aceite de oliva, pimienta verde, cebolla, ras el Hanout, calabaza, huevos, sal, pimienta",1.0,5.052,32.82,0.5163,https://www.themealdb.com/images/media/meals/1bsv1q1560459826.jpg
Chile de carne estofado,"Precaliente el horno a 120C/225F/Marca de gas 1.

Saca la carne de la nevera para desembolsar. Pulse las cebollas y el ajo en un procesador de alimentos hasta que estén finamente picadas. Caliente 2 cucharadas de aceite de oliva en una cacerola grande y dote la carne por todos los lados hasta que estén doradas.

Establezca en un lado y agregue otra pequeña babosa de aceite para dorar el chorizo. Retire y agregue la cebolla y el ajo, las especias, las hierbas y los chiles, luego cocine hasta que estén suaves en el aceite de chorizo. Sazone con sal y pimienta y agregue el vinagre, los tomates, el ketchup y el azúcar.

Vuelva a colocar toda la carne en la olla con agua de 400 ml (o vino tinto si lo prefiere), traiga a fuego lento y cocine, cubierto, en el horno bajo.

Después de 2 horas, revise la carne y agregue los frijoles. Cocine por una hora más y justo antes de servir, separe la carne con un par de tenedores.","Carne de res, cebollas, ajo, aceite de oliva, chorizo, comino, todas las especias, clavo, palo de canela, hojas de laurel, orégano, chiles anchoos, vinagre balsámico, tomates de ciruela, tomate salgatriz, azúcar moreno oscuro, frijoles borlotti",614.8,41.0985,14.615,76.55,https://www.themealdb.com/images/media/meals/uuqvwu1504629254.jpg
Fresas romanoff,"En un tazón mediano, combine las fresas con cascos y descuidados, 4 cucharadas de azúcar y 4 cucharadas de licor, revuelva para combinar y luego cubra y refrigere al menos 1 hora y hasta 2 horas, revolviendo una o dos veces.

Dos fotos de fresas cortadas en un tazón con una que tiene azúcar agregando al tazón dos fotos de fresas cortadas para fresas romanoff 

Justo antes de servir, en un tazón grande, combine 1 taza de crema espesa fría y 1/4 taza de azúcar en polvo, y bata con una batidora eléctrica hasta que se formen picos rígidos. Usando una espátula, doble en 1/4 taza de crema agria hasta que esté bien mezclado.

Para servir, revuelva las fresas y luego divida entre 6 vasos o tazones para servir. Puedes colocar un poco de jarabe sobre las bayas si quieres. También puede usar este jarabe para remojar un pastel. Coloque crema sobre fresas, dividiéndose uniformemente. También puede usar una cucharada de helado con lanzamiento del gatillo para una buena bocanada redondeada de crema. Sirva de inmediato o enfríe y disfrute dentro de las 2 horas posteriores a la asamblea.","Fresas, azúcar, Grand Marnier, crema, crema agria",780.0,8.28,9.594,98.28,https://www.themealdb.com/images/media/meals/oe8rg51699014028.jpg
Lasaña vegana,"1) Precaliente el horno a 180 grados Celcius. 
2) Hervir las verduras durante 5-7 minutos, hasta que estén suaves. Agregue las lentejas y llevar a un suave a fuego lento, agregando un cubo de stock si lo desea. Continúe cocinando y revolviendo hasta que las lentejas estén suaves, lo que debe tomar unos 20 minutos. 
3) Blanquear las hojas de espinacas durante unos minutos en una sartén, antes de quitar y reservar. 
4) Tomar la sartén con agua y cocine las láminas de lasaña. Cuando esté cocido, drene y reserve.
5) Para hacer la salsa, derrita la mantequilla y agregue la harina, luego agregue gradualmente la leche de soja junto con la mostaza y el vinagre. Cocine y revuelva hasta que esté suave y luego ensamble el lasaña como se desee en una fuente para hornear. 
6) Hornee en el horno precalentado durante unos 25 minutos.","Lentejas rojas verdes, zanahoria, cebolla, calabacín, cilantro, espinacas, láminas de lasaña, mantequilla vegana, harina, leche de soja, mostaza, vinagre",280.0,9.24,27.047,37.445,https://www.themealdb.com/images/media/meals/rvxxuy1468312893.jpg
